left_u,left_v,right_u,right_v
-120.31019661372953,48.623526160147385,140.33103491301898,57.20864134711942
-112.32434975933556,37.48246162482071,139.78829162048189,47.72325483200788
-112.15467692389899,36.38254372841573,139.6271402056482,46.180437835878806
-111.70923332188346,37.99261479081675,139.50860055478373,36.0822795843853
-111.981927138546,37.761077732939,139.73400552861966,35.76601049454186
-111.70152352708547,36.460170861766024,141.58613033519256,25.972279867148185
-104.89529011629696,27.07098198250708,140.1936784308241,27.31942497328887
-105.75947608325887,27.188537003595457,141.00544580304108,16.516327711419056
-104.96932102210378,26.428577567573925,140.58252496610714,17.357920540699197
-99.420804103156,18.14296259454704,141.22980476963593,18.178107567087526
-86.5996363261127,-0.5686655312882838,142.13317688333987,7.686412347624708
-87.40774720043828,-1.038203386432452,142.33375147278042,-0.9389597485300669
-80.96922278528233,-8.469914484767445,141.70857108924125,-0.49819682962087786
-81.63801695735133,-7.989080296669217,141.15962187731955,-7.5025488191426675
-81.11982584888338,-9.531508171843303,141.66873879533563,-8.95006711280428
-80.96658091256953,-9.202587543396158,142.68175748716604,-8.011956709214756
-76.34374340298851,-15.606113090304405,142.4394686303034,-16.099312925714255
-76.3580437311761,-17.340530761956686,142.3574475274736,-15.492446725386275
-70.35491246992709,-24.389174091655075,142.33455750122138,-16.620606548977378
-71.11419542278107,-24.467812037026064,142.71123039456089,-16.085318224481988
-66.00174873022269,-31.29217183752955,141.57344570433008,-23.648405764498047
-60.792693650260546,-37.281133308091036,142.087918588356,-29.750918589433844
-60.750923225779665,-38.91832466476229,142.70543932416885,-30.249793739985982
-56.35286469699345,-44.237455322200034,142.68481842153713,-30.470155038046116
-56.58727947662286,-45.11507555889077,143.2112639606914,-50.24744515958821
-48.94502652044034,-57.491722840509205,144.28975817394468,-50.72047406308279
-44.050014428211774,-62.48698386148707,144.078184734429,-61.526318093511584
-35.89676751465785,-74.36716972948331,143.90808662039456,-62.14272407162485
-29.804808052454263,-85.4110562310033,144.43111019688234,-72.96358945637483
-26.110435348662705,-89.38478887887402,144.12630273118657,-72.11192215011738
-23.37310216323286,-93.7844203293468,144.9839617875699,-71.89032560583655
-20.8286467355679,-99.4431242919045,144.89322163200688,-88.33433052276703
-11.458765823959693,-110.6737040732265,145.29701782302024,-86.89940673543853
-12.16730239398699,-111.28819727394828,145.72481964351877,-86.86593938849569
-6.5312412457825575,-120.05126700709702,145.24133432883806,-87.49494972673955
-4.268147879108689,-121.97354127260598,144.85301511823914,-101.17204618394254
-4.401529974531728,-122.94380292393517,145.5843436628195,-109.234081853026
5.690553574929152,-136.76866558809232,146.82858016709753,-113.8140322086271
5.392541102370741,-136.5666384114996,145.4586444814987,-118.05485683298596
6.256146266591687,-136.48716333400588,147.09365374147566,-121.04951257730954
8.644529968060393,-138.76910997686022,146.86694859154744,-123.4310958960518
10.66010331387204,-142.3049738458188,146.80381166166072,-128.31844073876024
12.352151234733126,-146.02122562558554,145.93954262311627,-136.81641215198755
14.03971698994765,-148.8204008173182,146.32652350883444,-144.1100263405942
19.660058249845925,-156.60056815153675,147.2717086159181,-150.07503467297218
20.728030857181547,-160.03092577904374,147.33476194171283,-150.44867370409085
24.735465001700604,-165.01151093408916,147.9008760625526,-152.0952434732601
32.07085190460564,-177.01535344616642,147.8615272790307,-160.4025208874881
41.78984060733992,-188.60763399815718,148.200324350713,-169.3407374157416
47.191905752019835,-197.44471602623952,147.3725780926805,-168.85160112938274
